"alpha"	"tile size"	"iterations"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
"0.05"	1250	20	"259089_at"	"248496_at"	"261375_at"	"265441_at"	"255644_at"	"255448_at"	"249939_at"	"256259_at"	"245842_at"	"255609_s_at"	"260355_at"	"267528_at"	"248227_at"	"262680_at"	"249614_at"	"257051_at"	"264907_at"	"247469_at"	"264752_at"	"264489_at"	"259802_at"	"251979_at"	"253108_at"	"264444_at"	"249005_at"	"250636_at"	"261514_at"	"263092_at"	"257129_at"	"247447_at"	"248111_at"	"267460_at"	"254234_at"	"246250_at"	"257034_at"	"246380_at"	"250491_at"	"261575_at"	"263546_at"	"257504_at"	"264180_at"	"265261_at"	"263738_at"	"254175_at"	"254574_at"	"256597_at"	"247869_at"	"245571_at"	"256116_at"	"267144_at"	"253987_at"	"266738_at"	"254227_at"	"247956_at"	"256780_at"
"0.05"	1250	50	"259089_at"	"248496_at"	"265441_at"	"255644_at"	"261375_at"	"249939_at"	"255448_at"	"255609_s_at"	"248227_at"	"245842_at"	"260355_at"	"262680_at"	"249614_at"	"256259_at"	"267528_at"	"264907_at"	"247469_at"	"257051_at"	"261575_at"	"264752_at"	"263092_at"	"264489_at"	"264444_at"	"249005_at"	"247447_at"	"250636_at"	"253108_at"	"245571_at"	"259802_at"	"257129_at"	"251979_at"	"246250_at"	"254574_at"	"264180_at"	"267460_at"	"248111_at"	"250491_at"	"254175_at"	"246380_at"	"256780_at"	"257504_at"	"263546_at"	"264016_at"	"256597_at"	"256116_at"	"258506_at"	"257034_at"	"257089_at"	"247956_at"	"254234_at"	"263738_at"	"265261_at"	"265007_s_at"	"251560_at"	"248368_at"
"0.05"	1250	100	"255644_at"	"254391_at"	"267528_at"	"249939_at"	"259089_at"	"265441_at"	"259042_at"	"255768_at"	"261375_at"	"248496_at"	"264180_at"	"264525_at"	"246601_at"	"257051_at"	"248368_at"	"265261_at"	"253309_at"	"252896_at"	"245571_at"	"265007_s_at"	"255448_at"	"257129_at"	"258645_s_at"	"251979_at"	"258962_at"	"245842_at"	"267431_at"	"266319_s_at"	"266750_s_at"	"254201_at"	"262680_at"	"264489_at"	"259133_at"	"254862_at"	"248111_at"	"262122_at"	"256966_at"	"265127_at"	"257089_at"	"256597_at"	"256259_at"	"257021_at"	"250154_at"	"254574_at"	"257579_at"	"254956_at"	"263092_at"	"251457_s_at"	"246380_at"	"255609_s_at"	"257034_at"	"255773_at"	"260355_at"	"261575_at"	"249614_at"
"0.05"	1250	250	"255644_at"	"259089_at"	"267528_at"	"245571_at"	"245842_at"	"265441_at"	"251979_at"	"254201_at"	"265007_s_at"	"249939_at"	"248496_at"	"257051_at"	"264180_at"	"254391_at"	"258645_s_at"	"261375_at"	"266750_s_at"	"248368_at"	"262680_at"	"253309_at"	"255768_at"	"265261_at"	"256597_at"	"254956_at"	"256743_at"	"259042_at"	"256966_at"	"249614_at"	"257089_at"	"267431_at"	"258962_at"	"259133_at"	"255609_s_at"	"265042_at"	"262122_at"	"248926_at"	"267460_at"	"252896_at"	"257129_at"	"255448_at"	"247723_at"	"251457_s_at"	"264525_at"	"246602_at"	"246601_at"	"254574_at"	"249005_at"	"261068_at"	"265672_at"	"253108_at"	"248593_at"	"247657_at"	"248104_at"	"266319_s_at"	"256780_at"
"0.05"	1250	500	"259089_at"	"265441_at"	"255644_at"	"248496_at"	"245842_at"	"267528_at"	"245571_at"	"264180_at"	"254201_at"	"249939_at"	"265007_s_at"	"253309_at"	"256597_at"	"255768_at"	"259042_at"	"255609_s_at"	"266750_s_at"	"261375_at"	"251979_at"	"254391_at"	"259133_at"	"265261_at"	"256966_at"	"252896_at"	"248368_at"	"257579_at"	"253108_at"	"255448_at"	"258645_s_at"	"249614_at"	"262680_at"	"248111_at"	"262913_at"	"264057_at"	"257051_at"	"263092_at"	"257089_at"	"254862_at"	"254574_at"	"254956_at"	"266319_s_at"	"251457_s_at"	"256259_at"	"262122_at"	"264525_at"	"265672_at"	"248926_at"	"265042_at"	"258962_at"	"249761_at"	"256780_at"	"246601_at"	"264137_at"	"267431_at"	"259802_at"
"0.05"	1250	1000	"255644_at"	"259089_at"	"267528_at"	"248496_at"	"265441_at"	"249939_at"	"245842_at"	"245571_at"	"264180_at"	"259042_at"	"254391_at"	"261375_at"	"254201_at"	"265007_s_at"	"255609_s_at"	"252896_at"	"251979_at"	"265261_at"	"253309_at"	"257051_at"	"266750_s_at"	"256597_at"	"255768_at"	"256966_at"	"249614_at"	"259133_at"	"248368_at"	"254956_at"	"262680_at"	"262122_at"	"255448_at"	"265042_at"	"256743_at"	"253108_at"	"254574_at"	"264525_at"	"248111_at"	"264057_at"	"266319_s_at"	"257579_at"	"258645_s_at"	"265672_at"	"249005_at"	"258962_at"	"251457_s_at"	"263092_at"	"267431_at"	"257089_at"	"248926_at"	"256259_at"	"267144_at"	"261068_at"	"257129_at"	"267481_at"	"265127_at"
"0.05"	1250	1500	"259089_at"	"255644_at"	"245571_at"	"265441_at"	"248496_at"	"245842_at"	"267528_at"	"249939_at"	"264180_at"	"265007_s_at"	"256597_at"	"255768_at"	"251979_at"	"259042_at"	"266750_s_at"	"261375_at"	"254201_at"	"255609_s_at"	"257051_at"	"252896_at"	"248368_at"	"256966_at"	"253309_at"	"254391_at"	"249614_at"	"265261_at"	"262680_at"	"259133_at"	"255448_at"	"262122_at"	"264525_at"	"264057_at"	"258645_s_at"	"257579_at"	"265042_at"	"253108_at"	"254574_at"	"258962_at"	"265672_at"	"254956_at"	"263092_at"	"256743_at"	"249005_at"	"260355_at"	"257089_at"	"256259_at"	"266319_s_at"	"252612_at"	"251457_s_at"	"264907_at"	"259549_at"	"248111_at"	"267481_at"	"255014_at"	"265127_at"
"0.05"	1250	2000	"255644_at"	"259089_at"	"265441_at"	"267528_at"	"249939_at"	"248496_at"	"245571_at"	"264180_at"	"245842_at"	"259042_at"	"254201_at"	"261375_at"	"255768_at"	"251979_at"	"256597_at"	"265007_s_at"	"255609_s_at"	"266750_s_at"	"254391_at"	"257051_at"	"253309_at"	"249614_at"	"248368_at"	"265261_at"	"252896_at"	"262680_at"	"259133_at"	"258645_s_at"	"262122_at"	"256966_at"	"264057_at"	"257089_at"	"257579_at"	"264525_at"	"265042_at"	"256743_at"	"254862_at"	"254574_at"	"255448_at"	"265672_at"	"254956_at"	"256259_at"	"253108_at"	"248111_at"	"263092_at"	"246602_at"	"257021_at"	"267431_at"	"260876_at"	"265127_at"	"266319_s_at"	"267481_at"	"252612_at"	"267144_at"	"258962_at"
"0.05"	1500	20	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"249939_at"	"261375_at"	"255448_at"	"248227_at"	"260355_at"	"255609_s_at"	"249614_at"	"262680_at"	"264907_at"	"253108_at"	"245842_at"	"247469_at"	"263092_at"	"267528_at"	"256259_at"	"257051_at"	"261575_at"	"264752_at"	"264444_at"	"247447_at"	"251979_at"	"259802_at"	"261514_at"	"246380_at"	"245571_at"	"257034_at"	"257129_at"	"264489_at"	"254574_at"	"263546_at"	"248368_at"	"245819_at"	"265261_at"	"258506_at"	"250636_at"	"253987_at"	"256597_at"	"256780_at"	"267144_at"	"257579_at"	"254234_at"	"247956_at"	"257504_at"	"267460_at"	"254175_at"	"247869_at"	"256418_at"	"266652_at"	"250491_at"	"266738_at"	"248111_at"
"0.05"	1500	50	"259089_at"	"248496_at"	"265441_at"	"255644_at"	"249939_at"	"261375_at"	"255448_at"	"248227_at"	"255609_s_at"	"260355_at"	"245842_at"	"249614_at"	"262680_at"	"267528_at"	"256259_at"	"264907_at"	"253108_at"	"247469_at"	"264489_at"	"247447_at"	"257051_at"	"264752_at"	"259802_at"	"263092_at"	"261575_at"	"251979_at"	"257034_at"	"264016_at"	"264444_at"	"257504_at"	"250636_at"	"267460_at"	"264180_at"	"246250_at"	"254574_at"	"245571_at"	"258506_at"	"250491_at"	"256597_at"	"254175_at"	"254234_at"	"257129_at"	"263738_at"	"263546_at"	"261514_at"	"249005_at"	"256780_at"	"247869_at"	"265261_at"	"246380_at"	"250982_at"	"256743_at"	"245819_at"	"248368_at"	"253309_at"
"0.05"	1500	100	"259089_at"	"255644_at"	"265441_at"	"248496_at"	"265007_s_at"	"254201_at"	"249939_at"	"267528_at"	"245571_at"	"254391_at"	"257051_at"	"248368_at"	"251979_at"	"255609_s_at"	"255768_at"	"259042_at"	"252896_at"	"245842_at"	"255448_at"	"265042_at"	"250982_at"	"256259_at"	"249614_at"	"262122_at"	"265261_at"	"267481_at"	"257579_at"	"265127_at"	"248926_at"	"248111_at"	"260355_at"	"262680_at"	"257089_at"	"263092_at"	"256966_at"	"264180_at"	"253108_at"	"259133_at"	"254862_at"	"250606_s_at"	"255956_at"	"257021_at"	"245783_s_at"	"264907_at"	"263738_at"	"256239_at"	"256597_at"	"254574_at"	"247447_at"	"258645_s_at"	"245819_at"	"261375_at"	"254189_at"	"267460_at"	"258962_at"
"0.05"	1500	250	"255644_at"	"267528_at"	"259089_at"	"248496_at"	"245842_at"	"245571_at"	"265441_at"	"254201_at"	"249939_at"	"254391_at"	"265261_at"	"265007_s_at"	"266750_s_at"	"256597_at"	"257051_at"	"262122_at"	"264180_at"	"264525_at"	"251979_at"	"259042_at"	"255448_at"	"248368_at"	"261375_at"	"267431_at"	"262680_at"	"265672_at"	"258645_s_at"	"255609_s_at"	"252896_at"	"253108_at"	"264057_at"	"259133_at"	"263092_at"	"249614_at"	"254956_at"	"256259_at"	"255768_at"	"265042_at"	"253309_at"	"256743_at"	"263907_at"	"258962_at"	"254862_at"	"262913_at"	"256966_at"	"254234_at"	"248111_at"	"251457_s_at"	"267481_at"	"261575_at"	"266319_s_at"	"255014_at"	"257129_at"	"246601_at"	"265531_at"
"0.05"	1500	500	"259089_at"	"255644_at"	"265441_at"	"267528_at"	"245571_at"	"245842_at"	"248496_at"	"249939_at"	"254201_at"	"265007_s_at"	"264180_at"	"261375_at"	"266750_s_at"	"255768_at"	"257051_at"	"253309_at"	"265261_at"	"259042_at"	"256597_at"	"252896_at"	"254391_at"	"265042_at"	"255609_s_at"	"258645_s_at"	"256743_at"	"251979_at"	"253108_at"	"248111_at"	"248368_at"	"259133_at"	"256259_at"	"264525_at"	"256966_at"	"262680_at"	"267431_at"	"257579_at"	"262913_at"	"246601_at"	"255014_at"	"262122_at"	"251457_s_at"	"265672_at"	"254956_at"	"254574_at"	"266319_s_at"	"248926_at"	"249614_at"	"267481_at"	"250606_s_at"	"264057_at"	"260355_at"	"247723_at"	"263092_at"	"255448_at"	"247657_at"
"0.05"	1500	1000	"255644_at"	"259089_at"	"265441_at"	"248496_at"	"267528_at"	"249939_at"	"245571_at"	"264180_at"	"245842_at"	"266750_s_at"	"254201_at"	"265007_s_at"	"261375_at"	"251979_at"	"255768_at"	"259042_at"	"256597_at"	"254391_at"	"255609_s_at"	"257051_at"	"252896_at"	"265261_at"	"265042_at"	"248368_at"	"255448_at"	"256743_at"	"249614_at"	"259133_at"	"256966_at"	"264525_at"	"262122_at"	"267431_at"	"262680_at"	"254956_at"	"253108_at"	"248111_at"	"258645_s_at"	"253309_at"	"256259_at"	"264057_at"	"254574_at"	"265672_at"	"257579_at"	"251457_s_at"	"256239_at"	"259549_at"	"247723_at"	"267481_at"	"246602_at"	"246601_at"	"257089_at"	"266319_s_at"	"247657_at"	"248104_at"	"257129_at"
"0.05"	1500	1500	"259089_at"	"255644_at"	"265441_at"	"267528_at"	"245571_at"	"249939_at"	"248496_at"	"264180_at"	"245842_at"	"265007_s_at"	"254201_at"	"259042_at"	"266750_s_at"	"255768_at"	"261375_at"	"255609_s_at"	"256597_at"	"265261_at"	"249614_at"	"251979_at"	"252896_at"	"259133_at"	"248368_at"	"262680_at"	"254391_at"	"257051_at"	"265042_at"	"253108_at"	"264525_at"	"262122_at"	"253309_at"	"255448_at"	"258645_s_at"	"256966_at"	"254956_at"	"267431_at"	"264057_at"	"254574_at"	"257089_at"	"256743_at"	"251457_s_at"	"257579_at"	"265672_at"	"248111_at"	"256259_at"	"259549_at"	"267481_at"	"256780_at"	"257129_at"	"246601_at"	"258962_at"	"246602_at"	"264907_at"	"262913_at"	"248926_at"
"0.05"	1500	2000	"259089_at"	"255644_at"	"248496_at"	"265441_at"	"267528_at"	"249939_at"	"245571_at"	"245842_at"	"259042_at"	"266750_s_at"	"264180_at"	"256597_at"	"265007_s_at"	"261375_at"	"254201_at"	"252896_at"	"254391_at"	"265261_at"	"251979_at"	"255768_at"	"255609_s_at"	"248368_at"	"255448_at"	"257051_at"	"249614_at"	"259133_at"	"253309_at"	"262680_at"	"265042_at"	"256966_at"	"253108_at"	"262122_at"	"254956_at"	"258645_s_at"	"256743_at"	"264525_at"	"264057_at"	"257579_at"	"248111_at"	"257129_at"	"265672_at"	"246601_at"	"256259_at"	"254574_at"	"267431_at"	"266319_s_at"	"263092_at"	"257089_at"	"251457_s_at"	"258962_at"	"248926_at"	"267144_at"	"260355_at"	"264907_at"	"255014_at"
"0.05"	1750	20	"259089_at"	"248496_at"	"261375_at"	"265441_at"	"255644_at"	"249939_at"	"255448_at"	"267528_at"	"255609_s_at"	"248227_at"	"262680_at"	"249614_at"	"245842_at"	"260355_at"	"247469_at"	"263092_at"	"256259_at"	"264907_at"	"261575_at"	"264752_at"	"257051_at"	"264489_at"	"264444_at"	"259802_at"	"253108_at"	"245571_at"	"254574_at"	"264016_at"	"248368_at"	"257034_at"	"247447_at"	"263738_at"	"257504_at"	"256597_at"	"251979_at"	"254175_at"	"250491_at"	"267460_at"	"246380_at"	"256780_at"	"263546_at"	"259002_at"	"256116_at"	"247869_at"	"248111_at"	"250982_at"	"257579_at"	"254391_at"	"247956_at"	"246250_at"	"267144_at"	"245819_at"	"254234_at"	"264180_at"	"257129_at"
"0.05"	1750	50	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"249939_at"	"255448_at"	"262680_at"	"255609_s_at"	"267528_at"	"249614_at"	"245842_at"	"260355_at"	"248227_at"	"264907_at"	"256259_at"	"247469_at"	"253108_at"	"247447_at"	"257051_at"	"264444_at"	"264752_at"	"254175_at"	"259802_at"	"257129_at"	"245571_at"	"263092_at"	"257504_at"	"246380_at"	"261575_at"	"257034_at"	"267460_at"	"264489_at"	"254234_at"	"264180_at"	"254574_at"	"261514_at"	"248111_at"	"256597_at"	"247956_at"	"251979_at"	"249005_at"	"265261_at"	"258506_at"	"250636_at"	"263738_at"	"267144_at"	"263546_at"	"247869_at"	"250491_at"	"256780_at"	"253309_at"	"264016_at"	"245819_at"	"253712_at"
"0.05"	1750	100	"259089_at"	"249939_at"	"265441_at"	"248496_at"	"255644_at"	"245571_at"	"245842_at"	"265007_s_at"	"259042_at"	"249614_at"	"264180_at"	"267528_at"	"265672_at"	"257051_at"	"255609_s_at"	"254862_at"	"265261_at"	"266750_s_at"	"251979_at"	"256597_at"	"254201_at"	"254391_at"	"255768_at"	"253108_at"	"265042_at"	"255448_at"	"262680_at"	"257579_at"	"258645_s_at"	"267431_at"	"261375_at"	"252896_at"	"256743_at"	"264752_at"	"264907_at"	"257034_at"	"262913_at"	"246380_at"	"256259_at"	"264525_at"	"255345_at"	"260355_at"	"253309_at"	"247723_at"	"266319_s_at"	"257129_at"	"248368_at"	"259802_at"	"256966_at"	"254234_at"	"250154_at"	"248227_at"	"254574_at"	"245982_at"	"259133_at"
"0.05"	1750	250	"259089_at"	"265441_at"	"255644_at"	"249939_at"	"248496_at"	"245571_at"	"267528_at"	"261375_at"	"264180_at"	"256597_at"	"255609_s_at"	"265007_s_at"	"254201_at"	"266750_s_at"	"245842_at"	"249614_at"	"255768_at"	"248368_at"	"265261_at"	"259042_at"	"258645_s_at"	"254391_at"	"253309_at"	"259133_at"	"252896_at"	"257051_at"	"262680_at"	"264525_at"	"254956_at"	"257579_at"	"265672_at"	"266319_s_at"	"265042_at"	"264057_at"	"256259_at"	"246601_at"	"264752_at"	"253108_at"	"262122_at"	"255448_at"	"267481_at"	"267431_at"	"256780_at"	"264907_at"	"264444_at"	"256966_at"	"257129_at"	"248333_at"	"263092_at"	"248111_at"	"254862_at"	"251979_at"	"248227_at"	"248104_at"	"256297_at"
"0.05"	1750	500	"259089_at"	"265441_at"	"255644_at"	"248496_at"	"267528_at"	"245571_at"	"266750_s_at"	"249939_at"	"245842_at"	"264180_at"	"265007_s_at"	"259042_at"	"255768_at"	"254201_at"	"256597_at"	"254391_at"	"265261_at"	"251979_at"	"261375_at"	"255609_s_at"	"253309_at"	"259133_at"	"256966_at"	"249614_at"	"252896_at"	"257051_at"	"262122_at"	"253108_at"	"255448_at"	"248368_at"	"248111_at"	"265672_at"	"267431_at"	"257089_at"	"257579_at"	"254574_at"	"248333_at"	"266319_s_at"	"256239_at"	"258645_s_at"	"264525_at"	"256259_at"	"254956_at"	"264057_at"	"256743_at"	"263092_at"	"254234_at"	"262680_at"	"248227_at"	"264907_at"	"262913_at"	"265042_at"	"267144_at"	"261068_at"	"257129_at"
"0.05"	1750	1000	"259089_at"	"255644_at"	"265441_at"	"267528_at"	"249939_at"	"248496_at"	"245842_at"	"245571_at"	"265007_s_at"	"254201_at"	"255768_at"	"259042_at"	"255609_s_at"	"254391_at"	"256597_at"	"261375_at"	"266750_s_at"	"264180_at"	"248368_at"	"265261_at"	"252896_at"	"253309_at"	"265042_at"	"262680_at"	"259133_at"	"251979_at"	"249614_at"	"257051_at"	"256743_at"	"255448_at"	"253108_at"	"258645_s_at"	"264525_at"	"256259_at"	"256966_at"	"254574_at"	"254956_at"	"267431_at"	"257579_at"	"248111_at"	"260355_at"	"262122_at"	"264057_at"	"265672_at"	"251457_s_at"	"257129_at"	"266319_s_at"	"246601_at"	"267144_at"	"262913_at"	"256780_at"	"267481_at"	"258962_at"	"247657_at"	"246602_at"
"0.05"	1750	1500	"259089_at"	"255644_at"	"248496_at"	"267528_at"	"265441_at"	"249939_at"	"245571_at"	"245842_at"	"264180_at"	"265007_s_at"	"255768_at"	"254201_at"	"266750_s_at"	"259042_at"	"255609_s_at"	"254391_at"	"261375_at"	"256597_at"	"252896_at"	"259133_at"	"248368_at"	"265261_at"	"253309_at"	"251979_at"	"262680_at"	"257051_at"	"255448_at"	"249614_at"	"253108_at"	"256966_at"	"265042_at"	"256259_at"	"254574_at"	"256743_at"	"254956_at"	"258645_s_at"	"262122_at"	"264057_at"	"264525_at"	"248111_at"	"257579_at"	"265672_at"	"257129_at"	"267431_at"	"260355_at"	"257089_at"	"262913_at"	"251457_s_at"	"248926_at"	"264907_at"	"246601_at"	"264752_at"	"266319_s_at"	"263092_at"	"267481_at"
"0.05"	1750	2000	"259089_at"	"255644_at"	"265441_at"	"248496_at"	"249939_at"	"267528_at"	"245571_at"	"245842_at"	"265007_s_at"	"266750_s_at"	"254201_at"	"264180_at"	"259042_at"	"256597_at"	"261375_at"	"255768_at"	"265261_at"	"255609_s_at"	"251979_at"	"254391_at"	"252896_at"	"259133_at"	"248368_at"	"257051_at"	"265042_at"	"256966_at"	"253108_at"	"249614_at"	"262680_at"	"253309_at"	"264525_at"	"258645_s_at"	"256743_at"	"254956_at"	"262122_at"	"255448_at"	"256259_at"	"267431_at"	"265672_at"	"264057_at"	"248111_at"	"257579_at"	"260355_at"	"254574_at"	"266319_s_at"	"246601_at"	"251457_s_at"	"256780_at"	"263092_at"	"259549_at"	"255014_at"	"267481_at"	"257129_at"	"256239_at"	"267144_at"
"0.05"	2000	20	"259089_at"	"248496_at"	"265441_at"	"255644_at"	"261375_at"	"255448_at"	"255609_s_at"	"249614_at"	"260355_at"	"249939_at"	"262680_at"	"247469_at"	"248227_at"	"245842_at"	"267528_at"	"253108_at"	"264907_at"	"254175_at"	"256259_at"	"264444_at"	"263092_at"	"264489_at"	"251979_at"	"264752_at"	"259802_at"	"257051_at"	"257034_at"	"246250_at"	"249005_at"	"267460_at"	"245571_at"	"254234_at"	"247447_at"	"248111_at"	"250636_at"	"257504_at"	"253309_at"	"258506_at"	"250491_at"	"257579_at"	"264016_at"	"263546_at"	"261575_at"	"245819_at"	"254574_at"	"256597_at"	"247869_at"	"256116_at"	"263738_at"	"257402_at"	"247956_at"	"257124_at"	"246380_at"	"250982_at"	"257129_at"
"0.05"	2000	50	"259089_at"	"248496_at"	"265441_at"	"255644_at"	"261375_at"	"249939_at"	"255609_s_at"	"249614_at"	"255448_at"	"260355_at"	"248227_at"	"267528_at"	"245842_at"	"262680_at"	"264907_at"	"247469_at"	"253108_at"	"257051_at"	"256259_at"	"261575_at"	"247447_at"	"264444_at"	"264752_at"	"264489_at"	"267460_at"	"251979_at"	"257034_at"	"254175_at"	"259802_at"	"264016_at"	"256597_at"	"257504_at"	"250491_at"	"263738_at"	"254234_at"	"250636_at"	"248368_at"	"253309_at"	"247956_at"	"256780_at"	"249005_at"	"265261_at"	"245571_at"	"245819_at"	"258506_at"	"263546_at"	"247869_at"	"254574_at"	"250982_at"	"265007_s_at"	"257579_at"	"256116_at"	"253712_at"	"264180_at"	"246250_at"
"0.05"	2000	100	"265441_at"	"245842_at"	"259089_at"	"248496_at"	"245571_at"	"255644_at"	"249939_at"	"267528_at"	"265007_s_at"	"261375_at"	"258645_s_at"	"255768_at"	"256597_at"	"255609_s_at"	"265042_at"	"253309_at"	"248368_at"	"254201_at"	"264180_at"	"259042_at"	"251979_at"	"260355_at"	"266750_s_at"	"267431_at"	"262680_at"	"253108_at"	"255448_at"	"265261_at"	"257034_at"	"248227_at"	"254391_at"	"265672_at"	"252896_at"	"249005_at"	"254574_at"	"257579_at"	"257051_at"	"256743_at"	"259133_at"	"262122_at"	"261925_at"	"249614_at"	"247469_at"	"256966_at"	"264752_at"	"248926_at"	"263605_at"	"264525_at"	"248111_at"	"248104_at"	"247657_at"	"264057_at"	"254234_at"	"247723_at"	"246250_at"
"0.05"	2000	250	"259089_at"	"265441_at"	"248496_at"	"267528_at"	"255644_at"	"249939_at"	"245571_at"	"245842_at"	"264525_at"	"265007_s_at"	"264180_at"	"255768_at"	"255609_s_at"	"254201_at"	"261375_at"	"256597_at"	"252896_at"	"248368_at"	"265042_at"	"259042_at"	"265261_at"	"254391_at"	"255448_at"	"254574_at"	"251457_s_at"	"266750_s_at"	"262680_at"	"248111_at"	"259133_at"	"254956_at"	"253309_at"	"267431_at"	"257579_at"	"256259_at"	"253108_at"	"265672_at"	"257051_at"	"256966_at"	"258645_s_at"	"251979_at"	"254234_at"	"256743_at"	"267144_at"	"245982_at"	"257089_at"	"262122_at"	"249614_at"	"248926_at"	"250982_at"	"267481_at"	"247723_at"	"258962_at"	"246601_at"	"264057_at"	"248227_at"
"0.05"	2000	500	"259089_at"	"255644_at"	"248496_at"	"265441_at"	"245571_at"	"267528_at"	"249939_at"	"265007_s_at"	"259042_at"	"261375_at"	"255768_at"	"254201_at"	"245842_at"	"266750_s_at"	"248368_at"	"264180_at"	"255609_s_at"	"256597_at"	"253108_at"	"251979_at"	"254391_at"	"249614_at"	"265261_at"	"255448_at"	"259133_at"	"265042_at"	"262680_at"	"248111_at"	"252896_at"	"253309_at"	"254956_at"	"260355_at"	"256966_at"	"254574_at"	"257051_at"	"256259_at"	"254189_at"	"262122_at"	"264525_at"	"265672_at"	"258645_s_at"	"257129_at"	"264057_at"	"256743_at"	"247447_at"	"257579_at"	"257089_at"	"255014_at"	"256780_at"	"267431_at"	"264752_at"	"261575_at"	"267460_at"	"259549_at"	"263092_at"
"0.05"	2000	1000	"259089_at"	"255644_at"	"248496_at"	"265441_at"	"267528_at"	"249939_at"	"245571_at"	"245842_at"	"265007_s_at"	"259042_at"	"264180_at"	"266750_s_at"	"255768_at"	"256597_at"	"254201_at"	"255609_s_at"	"248368_at"	"254391_at"	"255448_at"	"261375_at"	"257051_at"	"259133_at"	"251979_at"	"249614_at"	"253108_at"	"265261_at"	"262680_at"	"254956_at"	"252896_at"	"265042_at"	"256743_at"	"256259_at"	"256780_at"	"264525_at"	"256966_at"	"265672_at"	"254574_at"	"248111_at"	"253309_at"	"260355_at"	"257579_at"	"262122_at"	"264057_at"	"248227_at"	"267431_at"	"247657_at"	"264907_at"	"258645_s_at"	"264752_at"	"261575_at"	"266319_s_at"	"262913_at"	"251457_s_at"	"257129_at"	"256239_at"
"0.05"	2000	1500	"259089_at"	"255644_at"	"265441_at"	"267528_at"	"248496_at"	"245571_at"	"249939_at"	"245842_at"	"265007_s_at"	"266750_s_at"	"255768_at"	"254201_at"	"259042_at"	"248368_at"	"255609_s_at"	"264180_at"	"261375_at"	"256597_at"	"253108_at"	"259133_at"	"262680_at"	"254391_at"	"253309_at"	"265261_at"	"249614_at"	"265042_at"	"251979_at"	"252896_at"	"257051_at"	"255448_at"	"256259_at"	"248111_at"	"254956_at"	"256966_at"	"258645_s_at"	"256743_at"	"257579_at"	"267431_at"	"262122_at"	"264057_at"	"265672_at"	"264525_at"	"260355_at"	"251457_s_at"	"254574_at"	"246601_at"	"267144_at"	"256780_at"	"264907_at"	"254862_at"	"256239_at"	"250982_at"	"248227_at"	"267481_at"	"257129_at"
"0.05"	2000	2000	"259089_at"	"255644_at"	"265441_at"	"267528_at"	"248496_at"	"249939_at"	"245571_at"	"265007_s_at"	"245842_at"	"266750_s_at"	"255768_at"	"259042_at"	"254201_at"	"256597_at"	"264180_at"	"255609_s_at"	"254391_at"	"259133_at"	"248368_at"	"261375_at"	"253309_at"	"265261_at"	"257051_at"	"255448_at"	"253108_at"	"265042_at"	"249614_at"	"252896_at"	"251979_at"	"254956_at"	"262680_at"	"256743_at"	"256259_at"	"257579_at"	"248111_at"	"258645_s_at"	"267431_at"	"260355_at"	"256966_at"	"265672_at"	"264057_at"	"262122_at"	"262913_at"	"264525_at"	"264907_at"	"254574_at"	"256780_at"	"257129_at"	"267481_at"	"254234_at"	"248227_at"	"251457_s_at"	"266319_s_at"	"246602_at"	"254862_at"
"0.05"	2500	100	"259089_at"	"248496_at"	"255644_at"	"265441_at"	"261375_at"	"248227_at"	"249939_at"	"255609_s_at"	"249614_at"	"255448_at"	"260355_at"	"262680_at"	"264907_at"	"267528_at"	"245842_at"	"256259_at"	"247447_at"	"253108_at"	"264752_at"	"264489_at"	"247469_at"	"257051_at"	"264444_at"	"254175_at"	"261575_at"	"257034_at"	"256780_at"	"247956_at"	"259802_at"	"265261_at"	"253309_at"	"258506_at"	"264180_at"	"254234_at"	"266505_at"	"257504_at"	"267460_at"	"263546_at"	"247758_at"	"251979_at"	"254391_at"	"245571_at"	"254574_at"	"257579_at"	"253258_at"	"263605_at"	"245819_at"	"260787_at"	"261499_at"	"250982_at"	"263738_at"	"267144_at"	"247869_at"	"262642_at"	"266855_at"
"0.05"	3000	100	"259089_at"	"248496_at"	"265441_at"	"261375_at"	"255609_s_at"	"249939_at"	"248227_at"	"255644_at"	"255448_at"	"260355_at"	"249614_at"	"262680_at"	"267528_at"	"264907_at"	"245842_at"	"253108_at"	"256259_at"	"264752_at"	"254175_at"	"247469_at"	"257051_at"	"247447_at"	"254234_at"	"257504_at"	"264489_at"	"257034_at"	"259802_at"	"267144_at"	"256780_at"	"264444_at"	"267460_at"	"256597_at"	"261575_at"	"247956_at"	"245819_at"	"258506_at"	"264180_at"	"260438_at"	"247758_at"	"266505_at"	"254574_at"	"247869_at"	"257129_at"	"257579_at"	"253258_at"	"254391_at"	"261499_at"	"250982_at"	"265261_at"	"250467_at"	"262642_at"	"260787_at"	"263605_at"	"250684_at"	"246250_at"
